order_id,order_purchase_timestamp,customer_state,product_category_name_english,seller_id,seller_state,total_payment,payment_type,review_score,delivery_days,is_late
ad1aeeb1a99c9f021e38a49865bb812c,2016-10-05 12:41:38,MA,market_place,024b564ae893ce8e9bfa02c10a401ece,SP,625.2,boleto,5.0,21.0,0
14b01335f19b97fce1437168032ae388,2016-10-05 19:09:33,SP,furniture_decor,0336182e1b3e92f029d5354832045fdf,SP,162.39,credit_card,2.0,13.0,0
62246c16a32a0866943f17d7b42db940,2016-10-06 00:06:17,RS,furniture_decor,391fc6631aebcf3004804e51b40bcf1e,SP,69.35,credit_card,1.0,25.0,0
2e32dea8a4d1ae5499a67674b387bc6a,2016-10-06 02:53:39,SP,furniture_decor,391fc6631aebcf3004804e51b40bcf1e,SP,51.94,credit_card,1.0,21.0,0
1970f2fb4b83ff962a75b064abc37f4c,2016-10-06 07:53:10,SP,watches_gifts,4d600e08ecbe08258c79e536c5a42fee,PR,653.39,boleto,5.0,22.0,0
f205336be829af209878b6339cf02c7e,2016-10-06 09:59:13,RJ,bed_bath_table,cca3071e3e9bb7d12640c9fbe2301306,SP,74.59,credit_card,5.0,21.0,0
7cb5aaf8b7b7b439174c2e4efdf4c7a3,2016-10-06 10:13:53,SC,health_beauty,59fb871bf6f4522a87ba567b42dafecf,SP,126.25,credit_card,1.0,32.0,0
59fa27082bb77c5dbd8a6568f3b34380,2016-10-06 11:32:00,SP,toys,817f85dbb65aa3e70831d90fe75cdf89,SP,144.94,credit_card,4.0,26.0,0
f31853a4f30d4851c847e4494663e749,2016-10-06 12:21:47,SP,baby,a3a38f4affed601eb87a97788c949667,SC,176.23,debit_card,2.0,18.0,0
11837ac14fcdfb163c0b78d91be89498,2016-10-06 13:39:20,DF,perfumery,0747d5bb69f0586cc869d8af4c50f93e,RJ,55.95,credit_card,4.0,40.0,0
10d1e90a86d2be981a52b6a927c97dc5,2016-10-06 15:19:40,RN,housewares,575df70bde3f9f2b30bf8d2e9910d725,SP,467.2,credit_card,5.0,32.0,0
b7026ba7432929d99880463305b8ce98,2016-10-06 16:17:56,RJ,cool_stuff,b7ba853e9551f4558440881fd3e5c815,RS,162.6,credit_card,1.0,34.0,0
d2945e686c883978378a10e49be7fb24,2016-10-06 19:38:12,SP,fashion_bags_accessories,25e6ffe976bd75618accfe16cefcbd0d,SP,99.23,credit_card,5.0,11.0,0
ce9840efc17fbec501472f7c784be1bf,2016-10-06 23:21:10,PR,sports_leisure,d12c926d74ceff0a90a21184466ce161,SP,33.42,credit_card,4.0,17.0,0
5fe46d14177744ae2180101ce19bb414,2016-10-07 10:06:58,RN,computers_accessories,2f4b9d112bfa44a214bc6cef085d17c8,ES,41.18,credit_card,5.0,25.0,0
7ac6f4778cd283c6b76c66fe1e0d4431,2016-10-07 10:11:42,RS,cool_stuff,76d5af76d0271110f9af36c92573f765,SP,455.01,credit_card,4.0,11.0,0
1dd1d53c1ea5df0ef093bf150807315f,2016-10-07 10:44:21,SP,health_beauty,ecccfa2bb93b34a3bf033cc5d1dcdc69,PR,87.53,boleto,4.0,24.0,0
640aef9709beda161ca0b5af58ac437c,2016-10-07 10:57:46,SP,fixed_telephony,54aa8463e87776b5612f4bdc4bd5d4de,MG,286.55,boleto,3.0,20.0,0
06d7e8a85f5cfef576c5303ed7d7f2e5,2016-10-07 12:06:30,MG,cool_stuff,c9a06ece156bb057372c68718ec8909b,DF,72.02,credit_card,4.0,12.0,0
98beb6d036255a151fd6d5000ad66da8,2016-10-07 14:42:07,MG,market_place,f41ce2e25237f9092cd8e6e7516c7a2f,SP,72.6,boleto,5.0,10.0,0
c78634fb21ecbb54b2b2498a660082ac,2016-10-07 16:56:35,SP,baby,cca3071e3e9bb7d12640c9fbe2301306,SP,224.32,credit_card,5.0,18.0,0
c78634fb21ecbb54b2b2498a660082ac,2016-10-07 16:56:35,SP,baby,cca3071e3e9bb7d12640c9fbe2301306,SP,224.32,credit_card,5.0,18.0,0
a909c24a30d5a05204ecb7ef3f11e321,2016-10-07 21:50:26,SP,cool_stuff,515d781150feed28a6ac091bb0e3cb8c,MS,237.97,credit_card,5.0,7.0,0
7254ba1421bac35de5d5da660715bf0e,2016-10-07 22:46:51,SE,computers_accessories,d03698c2efd04a549382afa6623e27fb,BA,176.85,credit_card,5.0,20.0,0
57c0b0276ce0eaf721a4424bf077ce8b,2016-10-08 08:05:21,PA,furniture_decor,391fc6631aebcf3004804e51b40bcf1e,SP,260.7,credit_card,3.0,32.0,0
1e8c2b738fde51956f03f1a59bc86003,2016-10-08 10:07:25,PI,health_beauty,e24fc9fcd865784fb25705606fe3dfe7,SP,246.09,credit_card,4.0,27.0,0
5f4c8250b9e6ee47971e0b19da4aa0f2,2016-10-08 10:31:00,ES,office_furniture,38874e327ce94d11390b96eb42d61928,SP,783.22,credit_card,3.0,41.0,0
df30f88407baa98218b16abe7032899a,2016-10-08 11:50:02,GO,perfumery,620c87c171fb2a6dd6e8bb4dec959fc6,RJ,361.17,credit_card,5.0,7.0,0
8c78d01de3a9009e23d6877a7cc9be20,2016-10-08 15:36:50,SP,furniture_decor,391fc6631aebcf3004804e51b40bcf1e,SP,249.72,credit_card,3.0,17.0,0
deb08269080b64b8e69bcd06b808889a,2016-10-08 15:47:56,RJ,baby,46dc3b2cc0980fb8ec44634e21d2718e,RJ,261.92,credit_card,5.0,6.0,0
fb5114c39f632a52598cf770c6076620,2016-10-08 20:02:32,DF,computers_accessories,0db783cfcd3b73998abc6e10e59a102f,SP,51.05,credit_card,1.0,10.0,0
b533dea24ada4dc5c1a9041d25d7c812,2016-10-08 21:12:48,RJ,Unknown,23613d49c3ac2bd302259e55c06c050c,SP,30.42,boleto,5.0,19.0,0
8b160e3e272dcca4665850aae31ae6fd,2016-10-08 22:41:36,SP,furniture_decor,13e85aac53340018b40c2af68001b7e0,SP,31.92,boleto,5.0,17.0,0
90bd4466c2905d7b5b56370149e62bcc,2016-10-09 11:33:12,RS,computers_accessories,0db783cfcd3b73998abc6e10e59a102f,SP,51.05,credit_card,4.0,12.0,0
45bff70fb7b99a5a33bc8ccb3786e170,2016-10-09 22:38:37,MG,health_beauty,b56906f7fd1696e043f1bcce164c487b,SP,76.47,credit_card,5.0,7.0,0
8213bc96304fc0881189c4525f3002f7,2016-10-10 07:53:34,RJ,housewares,1554a68530182680ad5c8b042c3ab563,MG,48.55,credit_card,5.0,7.0,0
3e9334d33c1e64167920675211fb1aee,2016-10-10 14:20:38,RJ,consoles_games,522620dcb18a6b31cd7bdf73665113a9,PR,65.11,credit_card,3.0,16.0,0
b04bd4e0a1a21fef81b1f24f6fb81c08,2016-10-10 18:05:54,SP,health_beauty,56642bcb79900e777d68e91915cb4267,SP,143.78,boleto,5.0,10.0,0
db7576b1fe440f4c0a808855aacf0948,2017-01-05 13:37:27,PR,baby,48efc9d94a9834137efd9ea76b065a38,PR,18.62,boleto,5.0,11.0,0
9b91ddcbd6cbceb83d4fd2462ca1f95e,2017-01-05 14:22:02,PR,fashion_bags_accessories,48efc9d94a9834137efd9ea76b065a38,PR,19.62,boleto,5.0,11.0,0
ca5a215980675471f0cf8199c041909a,2017-01-05 14:23:54,PR,fashion_bags_accessories,48efc9d94a9834137efd9ea76b065a38,PR,19.62,boleto,5.0,12.0,0
f92641ff0446a0e1c57195ebfe76e16a,2017-01-05 14:42:02,PR,furniture_bedroom,48efc9d94a9834137efd9ea76b065a38,PR,18.62,boleto,5.0,11.0,0
747996a66f5aa711deb8ae58f5ae46a0,2017-01-05 15:25:10,PR,pet_shop,48efc9d94a9834137efd9ea76b065a38,PR,18.62,boleto,5.0,10.0,0
e1fe072ef14b519af1f0a8ed997c1301,2017-01-05 15:32:59,SP,furniture_bedroom,48efc9d94a9834137efd9ea76b065a38,PR,24.42,credit_card,5.0,6.0,0
c96209cd1d43d071d3bdf48d299b7aa5,2017-01-05 15:37:58,PR,baby,48efc9d94a9834137efd9ea76b065a38,PR,20.62,boleto,5.0,10.0,0
09f58c00f941827ab206de7796785e44,2017-01-05 16:05:07,PR,toys,48efc9d94a9834137efd9ea76b065a38,PR,17.62,boleto,5.0,10.0,0
81e5043198a44ddeb226002ff55d8ad4,2017-01-09 00:37:18,RJ,furniture_decor,1554a68530182680ad5c8b042c3ab563,MG,108.12,credit_card,1.0,46.0,0
51b79a492b5e53504ce70340ce111374,2017-01-10 16:31:22,RJ,bed_bath_table,4a3ca9315b744ce9f8e9374361493884,SP,64.46,boleto,5.0,9.0,0
ad818323f40e1a353eb3a3874d138c51,2017-01-10 19:43:30,SC,cool_stuff,05ff92fedb5be47920fea08e501238b9,RS,191.4,credit_card,1.0,9.0,0
0daff24b7abb3accd3e2638a0d5be0a0,2017-01-12 20:06:50,SP,furniture_decor,cca3071e3e9bb7d12640c9fbe2301306,SP,115.71,credit_card,5.0,7.0,0
2e2e88c4bb691287b71a9e1ee8a193a4,2017-01-12 23:42:50,MG,small_appliances,054694fa03fe82cec4b7551487331d74,SP,399.72,credit_card,5.0,13.0,0
6c82197bc099415d9919ccb609a9c072,2017-01-13 00:14:27,SP,health_beauty,59fb871bf6f4522a87ba567b42dafecf,SP,202.71,credit_card,5.0,5.0,0
fc28aed78cb8bcd22a7dbd82cb778946,2017-01-13 15:11:16,SC,housewares,9de4643a8dbde634fe55621059d92273,SC,517.59,credit_card,5.0,7.0,0
a87f63f16c37c383775f476c6f22b635,2017-01-14 15:42:20,DF,sports_leisure,4da0e408c99d2fdc2126dc9fce518060,PR,45.78,credit_card,4.0,15.0,0
ef445757c25db3525a25a2b9641ef288,2017-01-14 22:17:49,GO,fixed_telephony,2a1348e9addc1af5aaa619b1a3679d6b,MG,50.95,credit_card,5.0,10.0,0
22266e2f8d8084cd2b5d8488164d043a,2017-01-15 00:01:45,MG,telephony,b76dba6c951ab00dc4edf0a1aa88037e,SP,50.02,credit_card,4.0,8.0,0
b6e5aa946acc4e29e7069510f28a0bce,2017-01-15 17:58:42,RJ,furniture_decor,cca3071e3e9bb7d12640c9fbe2301306,SP,169.23,boleto,5.0,12.0,0
33ef079ec39c1b46e6e552e038e67c5b,2017-01-15 18:57:33,SP,furniture_decor,cca3071e3e9bb7d12640c9fbe2301306,SP,62.65,credit_card,5.0,4.0,0
5897449bce69856d88610b3c0f4f63b5,2017-01-15 21:46:43,SC,sports_leisure,4da0e408c99d2fdc2126dc9fce518060,PR,199.36,boleto,4.0,24.0,0
abef8b5d0f7fa066c7473db7d650c870,2017-01-16 13:17:46,SP,furniture_decor,cca3071e3e9bb7d12640c9fbe2301306,SP,452.72,credit_card,5.0,8.0,0
d3a49dd2f9c21558b7a82c8f076f6c1d,2017-01-16 14:04:11,SP,cool_stuff,dc317f341ab0e22f39acbd9dbf9b4a1f,RS,665.7,credit_card,1.0,37.0,0
56ef80c564f6fd57cc662adee0379746,2017-01-16 14:24:22,SP,fashion_bags_accessories,0ea22c1cfbdc755f86b9b54b39c16043,MG,49.42,credit_card,4.0,6.0,0
46f05e5ae3a2b822e2f4148d99f69ca4,2017-01-16 19:24:49,GO,fixed_telephony,4e922959ae960d389249c378d1c939f5,SP,125.82,boleto,5.0,10.0,0
3ab4eea6776259ae8dfbabaeffece352,2017-01-16 21:08:25,SP,health_beauty,ccc4bbb5f32a6ab2b7066a4130f114e3,PR,387.8,credit_card,4.0,7.0,0
77c75c0f9b0b1c5417b62c696c4734e5,2017-01-16 23:03:40,RS,electronics,4e922959ae960d389249c378d1c939f5,SP,55.11,credit_card,5.0,7.0,0
6f275c944d1814eca6bfbb2bcfa3b0ea,2017-01-17 09:15:35,SP,sports_leisure,4da0e408c99d2fdc2126dc9fce518060,PR,242.24,boleto,5.0,7.0,0
944f618b790d6d01c2c78750fc0f700a,2017-01-17 15:01:33,MG,perfumery,0747d5bb69f0586cc869d8af4c50f93e,RJ,77.84,credit_card,5.0,16.0,0
70d0dedf8c23e2cedca5915427acd101,2017-01-17 16:58:06,SP,fashion_bags_accessories,2be17df1c49978426251562096c3cc09,SC,185.26,credit_card,5.0,10.0,0
0eaa4845a6182d6b72de720fb976abd4,2017-01-17 18:44:09,RS,health_beauty,ccc4bbb5f32a6ab2b7066a4130f114e3,PR,367.56,credit_card,4.0,9.0,0
b8297ee8722ce94cc9a2e9263124cd36,2017-01-18 00:31:51,RS,sports_leisure,76d5af76d0271110f9af36c92573f765,SP,45.57,credit_card,5.0,12.0,0
71f86189760ff1dec6805f4fc7c6f52f,2017-01-18 10:42:05,PE,baby,3f8034bfc6b8b4135534975d49f04c63,PR,195.44,credit_card,5.0,13.0,0
8c0a4c58ee098fea192d86cb195786e6,2017-01-18 12:27:53,RN,furniture_decor,6edacfd9f9074789dad6d62ba7950b9c,SP,70.51,credit_card,4.0,11.0,0
3ac963599c50b9beedbcebb47eb33af9,2017-01-18 14:32:43,ES,pet_shop,834f8533b2ecb6598dd004ff3de7203a,SP,123.04,credit_card,4.0,29.0,0
171398a0cd843c65ac78aee9e05a1f49,2017-01-18 16:07:37,PE,health_beauty,ccc4bbb5f32a6ab2b7066a4130f114e3,PR,378.61,credit_card,5.0,15.0,0
d0a4948ce19a51837d5e24c26ab83d76,2017-01-18 19:39:51,SP,furniture_decor,cca3071e3e9bb7d12640c9fbe2301306,SP,56.86,voucher,5.0,12.0,0
e2d092db21e901d04985350bf0e748ac,2017-01-18 20:11:57,MG,watches_gifts,fa1c13f2614d7b5c4749cbc52fecda94,SP,204.49,credit_card,4.0,8.0,0
2511cdf205337513507a1863f0098d39,2017-01-18 21:08:18,SP,furniture_decor,cca3071e3e9bb7d12640c9fbe2301306,SP,107.58,voucher,4.0,8.0,0
95fd5e469d8ce5093adeace50b5a4389,2017-01-18 22:57:25,SP,toys,fa40cc5b934574b62717c68f3d678b6d,SP,60.86,credit_card,5.0,5.0,0
e1000df659259b29cb73a4798ccd7454,2017-01-18 23:02:45,RJ,bed_bath_table,4a3ca9315b744ce9f8e9374361493884,SP,84.59,credit_card,5.0,21.0,0
bcb093f60b7e48f285bf92f681e65651,2017-01-19 13:06:45,SP,housewares,7722b1df1b0e383e000397b2c11e3e19,SP,101.14,boleto,5.0,7.0,0
67e2b3a30d665abe59b95f2d60676138,2017-01-19 15:37:26,MG,furniture_decor,4a3ca9315b744ce9f8e9374361493884,SP,144.91,credit_card,5.0,22.0,0
d62c14881563a74903e7d10f685406aa,2017-01-19 16:02:47,PA,market_place,aae3bfea055532c57fb453ed3ec80b30,SP,87.83,credit_card,4.0,10.0,0
6ff09113fd48861d786d40583b7f2aa3,2017-01-19 20:12:02,PE,sports_leisure,76d5af76d0271110f9af36c92573f765,SP,689.87,credit_card,5.0,17.0,0
22aa0b4e8c7855fd8d534a7692579a36,2017-01-20 11:12:25,SC,cool_stuff,05ff92fedb5be47920fea08e501238b9,RS,751.05,credit_card,3.0,10.0,0
36aa7a4fce4353a2a7f6d2aa9448900f,2017-01-20 14:27:46,RJ,baby,a3a38f4affed601eb87a97788c949667,SC,36.04,boleto,5.0,13.0,0
b49998737b7359ebe1b64b0b7ffb20f6,2017-01-20 16:27:25,MG,cool_stuff,5f1dc28029d2c244352a68107ec2b542,SP,36.82,credit_card,4.0,5.0,0
db0b12b763f716df3f27218724161479,2017-01-20 19:22:40,PR,auto,066a6914e1ebf3ea95a216c73a986b91,PR,497.74,credit_card,1.0,4.0,0
66f1a7baf73c12eb3af95058da54b6f8,2017-01-20 22:11:31,SP,fashion_shoes,827f8f69dfa529c561901c4f2e0f332f,PR,49.01,credit_card,5.0,7.0,0
e09dd765041e9934d762d51ccb26adee,2017-01-21 06:58:31,SP,furniture_decor,bb135baca94c82fcb731335ad5b04a03,SP,109.4,credit_card,1.0,9.0,0
e09dd765041e9934d762d51ccb26adee,2017-01-21 06:58:31,SP,furniture_decor,bb135baca94c82fcb731335ad5b04a03,SP,109.4,credit_card,1.0,9.0,0
e9df4254faf2fe70bfbff4c0abe4fb7c,2017-01-21 14:22:49,SC,furniture_decor,df560393f3a51e74553ab94004ba5c87,PR,46.02,boleto,4.0,16.0,0
91d1bf2b7745903cb0d17162d1bbd750,2017-01-21 21:58:35,DF,sports_leisure,54a1852d1b8f10312c55e906355666ee,SP,76.11,credit_card,4.0,10.0,0
4d1f73fde643f7a1d08d400816850265,2017-01-22 11:08:52,DF,fashion_underwear_beach,b1aaae6b66ad3c40f54b389d7ea4bee0,SP,102.15,credit_card,1.0,16.0,0
c870c1f3a9ba62194d1060c0accb18dd,2017-01-22 11:15:23,SP,fixed_telephony,4e922959ae960d389249c378d1c939f5,SP,56.03,credit_card,4.0,9.0,0
bb2dfe6031f35f7abc9a3c7dad5e4467,2017-01-22 14:09:03,SP,health_beauty,e24fc9fcd865784fb25705606fe3dfe7,SP,651.84,credit_card,3.0,7.0,0
319ccdc182a8c5d60b228310a6432460,2017-01-22 16:03:50,SP,consoles_games,522620dcb18a6b31cd7bdf73665113a9,PR,709.93,credit_card,5.0,9.0,0
c504b1d68ad8d98a627dadca7ca53673,2017-01-22 18:30:51,MG,health_beauty,f4aba7c0bca51484c30ab7bdc34bcdd1,SP,38.42,boleto,4.0,9.0,0
632ba34265b5449d1f742d24cacf1208,2017-01-22 21:50:07,RS,garden_tools,bfd938b22bc99bce1ae60dc602889f52,RJ,267.27,credit_card,5.0,10.0,0
632ba34265b5449d1f742d24cacf1208,2017-01-22 21:50:07,RS,garden_tools,bfd938b22bc99bce1ae60dc602889f52,RJ,267.27,credit_card,5.0,10.0,0
ed5c53daefe487fab95ccd2afaf61bb0,2017-01-22 21:56:13,SP,furniture_decor,cca3071e3e9bb7d12640c9fbe2301306,SP,76.74,credit_card,1.0,3.0,0
37d24e9a88068283d102aebd4f765133,2017-01-22 23:08:14,SP,bed_bath_table,0c8380b62e38e8a1e6adbeba7eb9688c,MG,107.27,credit_card,5.0,3.0,0
46081612169925ef8882b3bbf1c5011d,2017-01-23 08:35:27,MG,fashion_bags_accessories,0ea22c1cfbdc755f86b9b54b39c16043,MG,146.93,credit_card,4.0,4.0,0
494c2e94dcd29167f5fe359a45aa879d,2017-01-23 11:43:58,RJ,sports_leisure,38e679b9e0064cd94c6f035707344dae,PR,237.09,credit_card,5.0,9.0,0
72c1d87887d0b9a3965557013e74f543,2017-01-23 13:55:30,PI,sports_leisure,54a1852d1b8f10312c55e906355666ee,SP,139.69,credit_card,5.0,14.0,0
ceb2344189044ab3b6fa590520a71881,2017-01-23 13:57:21,SP,pet_shop,fa1a9dec3a9940c072684a46728bf1fc,SC,152.06,credit_card,3.0,20.0,0
a9ad904bde6787e355771489eef73012,2017-01-23 21:38:10,RJ,garden_tools,903037660cf848a717166eb7a06d616e,SP,257.08,boleto,5.0,14.0,0
2f371d97b4ea52be4c04ef49bb4f31ff,2017-01-23 22:55:07,SP,consoles_games,522620dcb18a6b31cd7bdf73665113a9,PR,346.38,credit_card,5.0,6.0,0
8cb07e7e810ad9e5f33062cb4735d488,2017-01-24 00:22:40,PR,health_beauty,f4aba7c0bca51484c30ab7bdc34bcdd1,SP,38.42,boleto,5.0,15.0,0
0aaf52291c13507e7fe4f565f079ad9a,2017-01-24 08:52:34,MG,garden_tools,56642bcb79900e777d68e91915cb4267,SP,63.56,credit_card,5.0,6.0,0
4799c38fa3f9263d65b42c5f923538c6,2017-01-24 09:42:13,RS,health_beauty,59fb871bf6f4522a87ba567b42dafecf,SP,181.84,credit_card,5.0,9.0,0
942cb81b8e0a2f33510159729f69d8b1,2017-01-24 11:24:20,SE,sports_leisure,80e6699fe29150b372a0c8a1ebf7dcc8,PR,167.32,boleto,5.0,14.0,0
ae25aaffc9b89e8519bb9b5aa59cc8ef,2017-01-24 12:18:07,MG,consoles_games,822b63912576852aea9a8436d72317b7,SP,155.42,credit_card,5.0,15.0,0
94b35c9542f07ad80b3367f9051b63af,2017-01-24 12:38:48,MA,auto,ffff564a4f9085cd26170f4732393726,SP,74.11,boleto,5.0,13.0,0
3937ff0dcfc2d3e0ccf73d9b6521611a,2017-01-24 18:11:44,CE,bed_bath_table,4a3ca9315b744ce9f8e9374361493884,SP,96.65,credit_card,5.0,27.0,0
8aa9f9fb8d016c8abd90a65dcd7f2ab6,2017-01-24 21:16:24,SP,bed_bath_table,891071be6ba827b591264c90c2ae8a63,SP,30.96,credit_card,5.0,5.0,0
d81dff089ae648dacea746f77643f86e,2017-01-24 22:16:05,SP,auto,8581055ce74af1daba164fdbd55a40de,SP,910.6,credit_card,5.0,7.0,0
500e2838d85214e92e2c15b2fd5303b7,2017-01-24 22:49:12,SP,furniture_decor,de66a66f2dd06bb9ec37aa96987466a3,RJ,60.0,credit_card,5.0,14.0,0
314c025c229f30a1b32658c7555269b8,2017-01-25 12:48:49,SP,cool_stuff,aac29b1b99776be73c3049939652091d,MG,77.06,credit_card,5.0,21.0,0
917ca364b9fb9460dee6ea613ee2a5ab,2017-01-25 15:12:59,RO,cool_stuff,76d5af76d0271110f9af36c92573f765,SP,491.36,credit_card,3.0,21.0,0
8adafb3466daa5395694d3a906ff9d40,2017-01-25 15:47:27,SP,sports_leisure,973f21788dfab357250f69a8dcb7ddee,MG,218.0,credit_card,3.0,19.0,0
8adafb3466daa5395694d3a906ff9d40,2017-01-25 15:47:27,SP,sports_leisure,973f21788dfab357250f69a8dcb7ddee,MG,218.0,credit_card,3.0,19.0,0
3005c05dbcb19ff903a28b5d654bb1cf,2017-01-25 16:57:30,SP,home_comfort_2,45d33f715e24d15a6ccf5c17b3a23e3c,SP,71.71,credit_card,5.0,7.0,0
a1597cc7eca8c8d095e5de327444d9d0,2017-01-25 17:35:24,BA,furniture_decor,de66a66f2dd06bb9ec37aa96987466a3,RJ,63.67,boleto,5.0,19.0,0
9dc6746a8f29fafaa637f2239a9f3d28,2017-01-25 20:11:36,SP,small_appliances,59417c56835dd8e2e72f91f809cd4092,SP,875.96,credit_card,5.0,6.0,0
d5d777fdf41da773664443c2fd9acc23,2017-01-25 22:04:39,SP,perfumery,620c87c171fb2a6dd6e8bb4dec959fc6,RJ,38.42,credit_card,5.0,11.0,0
a9506e4af5c19ca12362961efdefb20d,2017-01-25 22:16:53,SP,health_beauty,f4aba7c0bca51484c30ab7bdc34bcdd1,SP,34.86,credit_card,1.0,7.0,0
660e589af9553d75506968867c922d91,2017-01-25 23:30:25,MG,toys,46dc3b2cc0980fb8ec44634e21d2718e,RJ,368.69,credit_card,1.0,7.0,0
f7d546d5833e27f1f2815dc05d94b4c0,2017-01-26 00:16:29,GO,cool_stuff,cb8bcce248bb1fb274ba762d8b971456,MG,156.58,credit_card,4.0,8.0,0
a6dfab363a9e239287c4b1e3c275fb93,2017-01-26 09:11:37,MA,perfumery,620c87c171fb2a6dd6e8bb4dec959fc6,RJ,336.56,boleto,5.0,19.0,0
b96f5299909903eedc435d396f90f726,2017-01-26 09:50:17,RJ,watches_gifts,7e93a43ef30c4f03f38b393420bc753a,SP,1323.3,credit_card,1.0,60.0,1
4b7c1bc59d4ec725d8530c19ec09b06f,2017-01-26 10:21:45,SP,perfumery,620c87c171fb2a6dd6e8bb4dec959fc6,RJ,114.77,boleto,4.0,12.0,0
138630e7e14855ce216a9db0cdabbe06,2017-01-26 10:31:18,RJ,sports_leisure,7b07b3c7487f0ea825fc6df75abd658b,SP,145.01,credit_card,5.0,6.0,0
0c3a7b14aa5e70ef5991122f6bb552de,2017-01-26 10:44:38,RS,fixed_telephony,62c50c1af4dfdc4149d25c5222043d39,SP,154.66,credit_card,5.0,13.0,0
625b3ac41fea45dbd5aaa02d0941ee59,2017-01-26 10:58:56,SP,perfumery,620c87c171fb2a6dd6e8bb4dec959fc6,RJ,114.77,credit_card,4.0,18.0,0
b5eeec1b045b05d3e3010ef57120a8dc,2017-01-26 11:48:46,SP,housewares,cd06602b43d8800bd0afad514919d35c,SP,36.62,voucher,5.0,7.0,0
b379b3d63e1948d3692990c4e0a5adc8,2017-01-26 13:08:14,SP,stationery,b2ba3715d723d245138f291a6fe42594,SP,86.03,credit_card,5.0,7.0,0
df56136b8031ecd28e200bb18e6ddb2e,2017-01-26 13:15:41,RS,sports_leisure,4da0e408c99d2fdc2126dc9fce518060,PR,204.72,boleto,5.0,10.0,0
b4a600b2f7cc0efe40a086465eca8799,2017-01-26 13:32:04,SP,consoles_games,522620dcb18a6b31cd7bdf73665113a9,PR,709.93,credit_card,5.0,12.0,0
9d57e7a9c3dae94772187f73e97d9854,2017-01-26 13:51:54,DF,fashion_bags_accessories,b127efdabeffb5d559349c7b172eb75d,SP,83.07,credit_card,5.0,6.0,0
c37d452db8a3abfa3d99c322e92ef0ef,2017-01-26 15:50:03,PR,health_beauty,b499c00f28f4b7069ff6550af8c1348a,SP,54.51,debit_card,5.0,8.0,0
0b6d11d4a289a1574e8888f2558dd548,2017-01-26 16:03:15,SC,furniture_decor,5a8e7d5003a1f221f9e1d6e411de7c23,SP,75.53,credit_card,3.0,14.0,0
64cad05fe3f34277719621c70f416ad2,2017-01-26 16:20:32,MG,furniture_decor,422be4cc81a457fdb46f47edeb968ae5,SP,317.37,credit_card,5.0,18.0,0
3a1756d7060a993e85f1614b43da0c03,2017-01-26 16:23:03,SP,housewares,ca3bd7cd9f149df75950150d010fe4a2,SP,215.76,credit_card,5.0,6.0,0
dd480c63548e3c0b7219520e3784ebd2,2017-01-26 16:25:36,MG,garden_tools,9535a841eecebed61a9fb1ac1cbb5597,SP,201.47,credit_card,1.0,12.0,0
